ZIPCODE,ZIP_TOTAL_PEOPLE,ZIP_AUDIENCE_PEOPLE,ZIP_TARGET_DENSITY,CUMULATIVE_REACH
16040,747,25,0.033467,1054320
10036,22943,31,0.001351,1088749
28278,32481,28,0.000862,1093081
19492,655,32,0.048855,1011729
21117,45671,41,0.000898,1092610
15345,1093,29,0.026532,1067561
10028,36763,53,0.001442,1088116
16141,1349,45,0.033358,1054588
18963,291,25,0.085911,841187
19124,43676,8474,0.194020,270465
19096,12711,1815,0.142790,467639
15317,37488,2503,0.066768,943210
18940,28679,2939,0.102479,734175
17406,19385,1300,0.067062,940519
18972,2917,158,0.054165,990594
17922,4222,145,0.034344,1052199
17965,1617,91,0.056277,983961
15203,9029,2633,0.291616,86348
18705,11397,768,0.067386,939191
17368,6249,288,0.046087,1017721
15010,22436,1532,0.068283,935379
18847,4149,121,0.029164,1063144
19038,26794,4066,0.151750,434494
15425,14252,85,0.005964,1078943
15946,5389,215,0.039896,1038332
17098,1785,48,0.026891,1066726
16656,903,22,0.024363,1070848
16917,1130,25,0.022124,1072740
17584,8517,463,0.054362,990436
21740,50218,49,0.000976,1091923
15943,2789,106,0.038006,1044770
15530,4092,94,0.022972,1072115
19543,4845,264,0.054489,989550
17301,3600,131,0.036389,1048822
17407,1837,91,0.049537,1007892
29485,50650,26,0.000513,1096525
15724,1751,32,0.018275,1075768
19610,13754,1420,0.103243,723680
16002,12822,503,0.039229,1041080
18505,14409,1749,0.121382,598163
18801,6582,269,0.040869,1035989
15613,11413,480,0.042057,1030157
16933,4621,257,0.055616,985969
21811,24540,22,0.000896,1092632
18237,2535,151,0.059566,972258
18834,2832,96,0.033898,1053364
15014,2331,189,0.081081,871537
37203,18448,31,0.001680,1086935
27713,46724,57,0.001220,1089839
22202,22236,59,0.002653,1083206
33602,19665,29,0.001475,1088063
21742,29124,28,0.000961,1092124
60625,49039,31,0.000632,1095272
17262,680,22,0.032353,1056026
34758,34958,21,0.000601,1095590
37013,56784,24,0.000423,1096914
22303,12811,25,0.001951,1085453
08085,18280,60,0.003282,1081283
16136,515,32,0.062136,967705
19383,1194,669,0.560302,20689
18624,575,22,0.038261,1043418
15739,276,26,0.094203,787744
08876,19857,24,0.001209,1089891
15233,2731,501,0.183449,315907
19406,21837,3298,0.151028,437792
15026,3394,152,0.044785,1021721
17018,3775,168,0.044503,1022559
17754,10262,366,0.035666,1050491
17322,4988,98,0.019647,1074893
18330,6974,514,0.073702,906279
16201,13846,483,0.034884,1051938
19061,16758,1732,0.103354,722260
17401,12293,1917,0.155942,419708
15089,5186,224,0.043193,1026699
19711,40339,124,0.003074,1081707
17362,11576,430,0.037146,1047503
15009,13689,869,0.063482,960060
15059,3127,221,0.070675,924810
17222,10098,326,0.032284,1056352
16693,3153,54,0.017127,1076436
18832,1227,40,0.032600,1055311
17737,5330,193,0.036210,1049111
17948,3266,175,0.053582,993858
17053,4599,189,0.041096,1035503
15062,5828,442,0.075841,898540
60614,53565,41,0.000765,1093968
18332,2525,216,0.085545,846539
29412,37782,26,0.000688,1094775
19530,9770,992,0.101535,739938
16912,1625,67,0.041231,1035253
16353,2312,44,0.019031,1075506
16875,3175,135,0.042520,1027961
02472,28512,25,0.000877,1092862
17540,7419,439,0.059172,974961
17057,17567,1918,0.109182,686980
08865,25689,64,0.002491,1083649
17562,2615,70,0.026769,1067471
18932,549,54,0.098361,761448
28540,38856,23,0.000592,1095700
60618,63996,52,0.000813,1093478
60640,54332,56,0.001031,1091624
19709,48319,148,0.003063,1081855
10012,16476,28,0.001699,1086904
27603,43780,28,0.000640,1095167
04106,24189,24,0.000992,1091806
18615,1483,67,0.045179,1020270
15550,1348,31,0.022997,1072021
15716,329,24,0.072948,909005
08638,17762,31,0.001745,1086493
26501,15179,21,0.001383,1088452
08060,22862,49,0.002143,1084682
08102,5840,21,0.003596,1080360
08009,13090,26,0.001986,1085322
19002,29701,3806,0.128144,544929
17601,45643,4588,0.100519,752030
19401,26645,4195,0.157440,414375
19425,13397,1616,0.120624,608471
16901,8426,285,0.033824,1053649
16066,28082,2147,0.076455,896738
15237,37661,3631,0.096413,777669
17073,4197,128,0.030498,1061237
16340,1470,40,0.027211,1066508
15131,7364,528,0.071700,915506
19355,24971,3131,0.125385,568261
18821,854,30,0.035129,1051002
18354,857,62,0.072345,913753
18034,7377,660,0.089467,829737
17834,2764,124,0.044863,1021483
17094,1814,43,0.023705,1071516
15656,8190,440,0.053724,991986
15363,605,38,0.062810,963412
18081,311,21,0.067524,936677
17321,1989,48,0.024133,1071405
17252,2880,64,0.022222,1072628
19529,2565,88,0.034308,1052436
16669,1700,35,0.020588,1074431
16317,1152,27,0.023438,1071678
17099,852,31,0.036385,1048853
16254,2626,95,0.036177,1049351
16242,3515,70,0.019915,1074674
02139,26237,53,0.002020,1085094
15225,847,86,0.101535,739938
15001,26969,2423,0.089844,825996
17972,9511,417,0.043844,1024568
17241,9065,281,0.030998,1059452
16335,20908,1585,0.075808,900125
16314,4341,93,0.021424,1073495
17752,3435,94,0.027365,1066387
22209,12672,33,0.002604,1083239
08540,40062,69,0.001722,1086756
17582,1681,49,0.029149,1063486
16050,1041,28,0.026897,1066678
16650,1533,32,0.020874,1073977
92103,29359,25,0.000852,1093174
20910,36554,67,0.001833,1086132
97214,29259,28,0.000957,1092152
27609,29804,26,0.000872,1092914
19374,513,78,0.152047,428293
90802,28694,25,0.000871,1092966
27560,25943,29,0.001118,1090781
27606,34340,27,0.000786,1093787
11385,59956,45,0.000751,1094178
08204,17462,29,0.001661,1086990
16853,624,44,0.070513,924854
15082,232,23,0.099138,754392
15348,295,34,0.115254,640971
08031,10105,26,0.002573,1083288
15350,417,28,0.067146,939219
19139,34719,8100,0.233302,176723
16504,11554,1460,0.126363,553180
18510,8499,1373,0.161548,395866
17603,51211,8615,0.168226,367332
19142,19887,4234,0.212903,220976
18901,25382,2890,0.113860,649332
19403,38288,4339,0.113325,657336
18013,14710,937,0.063698,958478
18630,2272,60,0.026408,1067720
15644,15666,949,0.060577,969762
15857,10713,424,0.039578,1040105
16662,4360,69,0.015826,1076654
19539,3909,176,0.045024,1021134
18436,13358,529,0.039602,1039681
08077,18270,54,0.002956,1082196
17772,1780,41,0.023034,1071944
16061,2097,72,0.034335,1052271
18853,3208,92,0.028678,1064391
15952,1060,50,0.047170,1016118
16150,6100,425,0.069672,930712
16748,2300,39,0.016957,1076506
18435,1264,24,0.018987,1075589
15019,1270,70,0.055118,987383
10003,38168,52,0.001362,1088588
60660,30785,24,0.000780,1093874
10014,25270,29,0.001148,1090345
16438,5983,172,0.028748,1064024
15234,12474,1516,0.121533,593753
15314,2820,140,0.049645,1007574
18066,5090,231,0.045383,1019330
17967,2105,67,0.031829,1057706
44107,42760,48,0.001123,1090726
06511,36130,64,0.001771,1086427
11216,44540,67,0.001504,1087797
19810,24380,149,0.006112,1078858
77007,36325,26,0.000716,1094496
94612,13663,25,0.001830,1086157
27613,39716,22,0.000554,1096100
23455,41187,25,0.000607,1095507
19501,759,48,0.063241,960301
15559,1674,21,0.012545,1077592
08096,31020,106,0.003417,1080969
16854,703,46,0.065434,951982
08034,17585,96,0.005459,1079294
20854,48352,24,0.000496,1096593
22311,12059,21,0.001741,1086547
15324,381,25,0.065617,949054
15261,139,80,0.575540,20020
17088,447,21,0.046980,1016471
15235,30713,4417,0.143815,464145
15148,1891,285,0.150714,438077
19118,8707,1446,0.166073,373138
16033,5869,281,0.047879,1014014
18614,1934,35,0.018097,1075835
15137,8141,859,0.105515,706691
19060,10226,997,0.097497,768708
16229,4283,240,0.056035,984673
19026,25879,4122,0.159280,407797
16602,21514,1289,0.059914,972065
15610,3090,61,0.019741,1074795
19551,4175,223,0.053413,996432
17728,4225,111,0.026272,1068072
17109,18814,2496,0.132667,513653
16735,4936,175,0.035454,1050783
18944,22695,1942,0.085570,846323
15701,22146,2183,0.098573,757538
18229,7582,368,0.048536,1012674
18403,6637,671,0.101100,740609
19031,4843,503,0.103861,718868
15732,1315,32,0.024335,1070880
19562,1880,119,0.063298,960232
15486,1734,27,0.015571,1076787
15747,1447,36,0.024879,1070208
17830,1588,23,0.014484,1077263
94110,48333,29,0.000600,1095619
30319,35869,21,0.000585,1095797
02145,19626,37,0.001885,1085766
22903,32374,34,0.001050,1091469
15601,48571,3409,0.070186,929860
16701,12475,665,0.053307,997097
18087,623,52,0.083467,854294
94114,27848,24,0.000862,1093081
48103,54512,33,0.000605,1095540
10025,73019,67,0.000918,1092502
11231,28649,31,0.001082,1091182
33897,23667,27,0.001141,1090464
08648,26358,40,0.001518,1087623
33615,33741,24,0.000711,1094575
17529,2545,41,0.016110,1076585
98107,25930,31,0.001196,1090062
11238,48832,83,0.001700,1086876
33896,20338,26,0.001278,1089449
28117,45783,24,0.000524,1096353
08033,16310,90,0.005518,1079198
16421,1978,87,0.043984,1023577
19901,29301,46,0.001570,1087440
08807,33209,21,0.000632,1095272
19807,8732,31,0.003550,1080391
19803,21450,93,0.004336,1079893
21286,18927,33,0.001744,1086526
19734,13063,28,0.002143,1084682
08035,7199,21,0.002917,1082247
08048,11138,26,0.002334,1084097
17702,8209,414,0.050432,1006767
17543,38642,2541,0.065757,948762
15215,10910,1480,0.135655,510150
19153,9339,1662,0.177963,320533
16101,24945,1778,0.071277,921498
15147,14396,1700,0.118088,626879
16412,7899,834,0.105583,704540
19147,34310,8132,0.237015,158702
17557,10681,447,0.041850,1031948
17048,2785,87,0.031239,1058827
18428,12306,466,0.037868,1045816
16364,927,24,0.025890,1068494
17841,3179,47,0.014785,1077008
18106,5867,538,0.091699,812870
16142,4480,151,0.033705,1053930
19506,6147,244,0.039694,1038940
15626,4577,227,0.049596,1007801
15558,1362,29,0.021292,1073746
15047,284,23,0.080986,872583
94102,20298,21,0.001035,1091534
11226,71410,52,0.000728,1094427
27616,43562,36,0.000826,1093380
18902,19485,2158,0.110752,681053
15620,598,28,0.046823,1016499
16947,3467,96,0.027690,1065945
17547,6257,500,0.079911,881103
23185,45746,22,0.000481,1096659
19081,9502,2418,0.254473,129338
19504,4542,206,0.045354,1019536
16345,3200,89,0.027813,1065806
20010,23844,54,0.002265,1084495
29464,49152,31,0.000631,1095334
02143,20491,41,0.002001,1085206
80021,32802,22,0.000671,1094960
17565,2093,69,0.032967,1055180
16374,1549,32,0.020658,1074289
16881,1620,48,0.029630,1062345
16131,690,25,0.036232,1048918
28203,16700,26,0.001557,1087502
02118,21915,53,0.002418,1083954
33130,18419,25,0.001357,1088645
22033,31673,24,0.000758,1094025
15949,485,23,0.047423,1014712
15629,377,32,0.084881,848299
19331,185,122,0.659459,3957
15458,1712,22,0.012850,1077533
17329,2391,58,0.024258,1071001
19422,17853,2017,0.112978,661930
16301,11633,482,0.041434,1034830
17268,24441,929,0.038010,1044664
19604,14053,2135,0.151925,430428
18355,1124,62,0.055160,987313
18640,13707,388,0.028307,1065532
18080,9523,524,0.055025,987907
02906,22312,33,0.001479,1088034
19086,10245,1257,0.122694,585680
16145,2133,52,0.024379,1070803
18833,1459,33,0.022618,1072269
17011,27678,2785,0.100621,747442
17240,2425,54,0.022268,1072508
17961,5775,245,0.042424,1028206
17578,4900,185,0.037755,1046197
27526,56529,26,0.000460,1096732
19372,2043,273,0.133627,511157
16373,2667,63,0.023622,1071602
17744,2392,59,0.024666,1070466
17954,3500,248,0.070857,922227
28208,29947,22,0.000735,1094347
16053,3744,117,0.031250,1058740
17771,2496,52,0.020833,1074029
18518,7271,639,0.087883,833616
16154,2105,72,0.034204,1052760
19507,2607,67,0.025700,1069305
80002,17475,23,0.001316,1089050
32164,53250,22,0.000413,1097019
19437,728,92,0.126374,551720
78751,14684,22,0.001498,1087846
29455,33160,23,0.000694,1094640
18920,708,47,0.066384,944132
16034,1447,35,0.024188,1071334
19474,663,64,0.096531,773518
08203,8898,23,0.002585,1083262
17303,335,36,0.107463,689785
27106,39946,21,0.000526,1096329
20001,38362,91,0.002372,1084045
28262,32937,34,0.001032,1091568
08016,29658,68,0.002293,1084314
08053,43480,99,0.002277,1084441
10032,42526,23,0.000541,1096238
18103,35079,4418,0.125944,557678
44118,33679,34,0.001010,1091759
02215,8529,24,0.002814,1082479
16511,8812,743,0.084317,849976
33713,27601,23,0.000833,1093250
18610,4047,319,0.078824,887190
85281,27727,24,0.000866,1093029
18062,21528,1877,0.087189,837013
43215,17108,33,0.001929,1085557
20147,53673,31,0.000578,1095871
11213,46568,24,0.000515,1096475
17866,6147,281,0.045713,1018624
19040,18304,1961,0.107135,699856
18417,1053,23,0.021842,1072939
16507,5682,968,0.170363,347237
08081,44574,136,0.003051,1081991
19611,7199,1156,0.160578,397022
19064,21322,1978,0.092768,800835
17844,7381,190,0.025742,1069038
15323,3392,104,0.030660,1060776
08093,7930,33,0.004161,1079926
18612,12983,231,0.017792,1076066
16316,4440,171,0.038514,1042877
17963,7485,195,0.026052,1068368
17364,3080,111,0.036039,1049554
15427,845,50,0.059172,974961
15531,3055,88,0.028805,1063701
28217,19991,26,0.001301,1089340
19041,6948,1875,0.269862,120996
15521,1496,26,0.017380,1076325
18350,1714,88,0.051342,1000657
18512,10297,1187,0.115276,640937
18942,2787,164,0.058845,975865
18076,2438,154,0.063167,960455
16341,1691,48,0.028386,1065048
18810,4709,183,0.038862,1041906
17520,4462,336,0.075303,901026
16354,8126,327,0.040241,1037866
16865,1524,117,0.076772,892406
15052,2791,119,0.042637,1027826
19008,17877,1490,0.083347,859330
16226,6529,202,0.030939,1059654
15535,1848,23,0.012446,1077615
17881,1093,32,0.029277,1062910
17306,286,22,0.076923,892234
17327,6671,223,0.033428,1054543
18969,12697,1018,0.080176,877319
17353,2750,87,0.031636,1058086
15226,11665,1698,0.145564,449717
19602,10877,1521,0.139836,476893
17724,3343,65,0.019444,1074958
19344,9325,521,0.055871,985572
17103,8745,1536,0.175643,333445
15239,17828,1674,0.093897,793104
19125,22801,5353,0.234770,168623
19127,5465,1750,0.320220,69660
19508,12686,866,0.068264,936245
15211,9685,2113,0.218172,215284
18222,8300,72,0.008675,1078376
16404,2269,38,0.016747,1076544
15126,6321,450,0.071191,921979
16625,2540,59,0.023228,1071771
19030,10222,1007,0.098513,758545
18837,2264,52,0.022968,1072167
17068,3210,100,0.031153,1058927
16668,2857,130,0.045502,1019099
16346,2338,76,0.032506,1055584
19150,20527,3346,0.163005,389817
18507,4462,416,0.093232,794812
18038,2678,125,0.046677,1016662
15045,3321,304,0.091539,813174
16950,2696,52,0.019288,1075010
17052,1143,22,0.019248,1075347
18056,787,50,0.063532,959191
18321,1449,124,0.085576,844381
16037,4938,188,0.038072,1043735
17302,2377,53,0.022297,1072398
18446,2700,86,0.031852,1057453
08402,6757,33,0.004884,1079601
17024,1527,35,0.022921,1072236
53703,45032,39,0.000866,1093029
60622,43929,69,0.001571,1087327
98103,46764,65,0.001390,1088307
27516,39446,32,0.000811,1093534
18844,1334,56,0.041979,1030388
60615,31453,34,0.001081,1091216
28806,38479,26,0.000676,1094878
11206,60567,69,0.001139,1090577
33304,18566,22,0.001185,1090119
10023,54281,73,0.001345,1088844
19707,16398,35,0.002134,1084785
08110,15647,53,0.003387,1081055
17985,1110,34,0.030631,1060810
08003,29310,104,0.003548,1080495
32821,17938,23,0.001282,1089423
20008,24888,51,0.002049,1084936
20852,37461,52,0.001388,1088391
19802,22276,114,0.005118,1079499
08844,36464,21,0.000576,1095920
08010,8996,24,0.002668,1083147
11220,47237,23,0.000487,1096637
08854,43386,33,0.000761,1094001
15687,1189,32,0.026913,1066650
19363,12954,956,0.073800,905765
19317,9444,978,0.103558,719846
19609,8288,863,0.104126,718365
17314,4896,103,0.021038,1073918
18954,8560,762,0.089019,830499
18353,10373,692,0.066712,943902
19102,5603,1848,0.329823,57645
16501,1519,135,0.088874,830634
19106,12452,2760,0.221651,211108
18334,3108,272,0.087516,834756
17015,20601,1012,0.049124,1010988
15330,5183,230,0.044376,1022884
19405,3789,567,0.149644,438644
19095,6273,1099,0.175195,334544
19333,6078,827,0.136064,502668
17233,4026,83,0.020616,1074396
17365,2173,63,0.028992,1063549
18325,2095,113,0.053938,990830
15926,2315,51,0.022030,1072791
18328,7215,300,0.041580,1033793
16946,2066,53,0.025653,1069358
19806,10094,81,0.008025,1078500
16828,3776,210,0.055614,986179
17009,1469,52,0.035398,1050877
15232,9500,3842,0.404421,45833
15145,5453,734,0.134605,510884
18930,2333,137,0.058723,976002
16411,1116,45,0.040323,1037539
16351,1324,23,0.017372,1076348
60610,34129,37,0.001084,1091111
20037,7880,26,0.003299,1081223
02127,29712,26,0.000875,1092888
08550,17934,24,0.001338,1088889
98121,15907,34,0.002137,1084716
48104,40707,28,0.000688,1094775
02130,31106,80,0.002572,1083368
21502,33536,32,0.000954,1092207
19453,1121,134,0.119536,608717
16120,1847,44,0.023822,1071473
26003,34028,33,0.000970,1091990
21901,16345,22,0.001346,1088771
22204,36648,48,0.001310,1089147
16161,451,43,0.095344,778633
15064,280,34,0.121429,596414
08021,36649,92,0.002510,1083549
08610,23410,29,0.001239,1089719
15951,436,21,0.048165,1013188
19146,37673,10630,0.282165,109912
19138,26447,5019,0.189776,290395
19012,5790,958,0.165458,374096
15801,15964,785,0.049173,1009976
15401,24257,986,0.040648,1037381
17090,4248,143,0.033663,1054073
17370,5029,258,0.051302,1000915
15681,3667,132,0.035997,1049767
15202,16402,2423,0.147726,444601
19006,19202,1908,0.099365,754369
17532,2532,62,0.024487,1070729
17316,7091,272,0.038358,1043246
30052,67144,25,0.000372,1097088
08108,17458,154,0.008821,1078157
18655,4980,43,0.008635,1078419
16123,1840,58,0.031522,1058362
15055,1178,74,0.062818,963374
34746,46692,24,0.000514,1096499
17859,2372,85,0.035835,1049852
15935,2195,83,0.037813,1045959
17764,1675,65,0.038806,1042174
15868,1281,47,0.036690,1047742
15632,8174,485,0.059334,974442
15759,1895,36,0.018997,1075565
17508,789,54,0.068441,933705
16627,1618,46,0.028430,1064855
16051,2472,68,0.027508,1066138
94117,29961,35,0.001168,1090316
60607,22589,39,0.001727,1086687
28078,60418,37,0.000612,1095453
18503,1271,247,0.194335,261991
08080,34830,71,0.002038,1085007
07960,37267,49,0.001315,1089099
07030,42677,67,0.001570,1087440
21201,13907,31,0.002229,1084526
16731,2177,49,0.022508,1072345
18214,1993,64,0.032112,1056540
28403,30116,25,0.000830,1093344
22030,44363,22,0.000496,1096593
90004,35364,22,0.000622,1095416
20024,14957,26,0.001738,1086605
13760,36167,21,0.000581,1095840
27405,38101,24,0.000630,1095358
17832,446,45,0.100897,744657
16826,635,26,0.040945,1035529
16509,23163,2391,0.103225,726071
19149,28410,4792,0.168673,358717
15216,19236,3272,0.170098,353925
18301,22066,3078,0.139491,485070
17602,37482,5124,0.136706,501841
19473,13122,1287,0.098080,765745
17022,25011,1818,0.072688,913665
19426,32480,4165,0.128233,541123
19004,10011,1584,0.158226,409535
15714,4545,140,0.030803,1060571
16827,4698,480,0.102171,734655
18951,29533,2332,0.078963,886871
15037,8945,560,0.062605,965503
18431,10990,509,0.046315,1017304
16823,20931,1565,0.074769,903277
18343,3716,177,0.047632,1014571
17066,3667,155,0.042269,1028581
17032,6595,222,0.033662,1054295
18977,4349,380,0.087376,835136
19512,13734,802,0.058395,979123
20171,40598,37,0.000911,1092539
16115,2685,96,0.035754,1050079
16059,8791,333,0.037880,1045350
15042,6996,307,0.043882,1023989
19567,4323,250,0.057830,979373
15331,605,39,0.064463,955651
15705,797,439,0.550816,21171
18651,6613,144,0.021775,1073126
17929,1285,64,0.049805,1006897
17051,3299,45,0.013640,1077385
19066,5305,867,0.163431,386471
17017,1365,26,0.019048,1075462
16028,1523,54,0.035456,1050608
15312,2863,133,0.046455,1016795
16371,2412,73,0.030265,1061692
28411,35965,27,0.000751,1094178
48197,56161,22,0.000392,1097041
18508,8168,1008,0.123408,577462
15066,9409,622,0.066107,944846
16635,9319,351,0.037665,1046548
15942,1723,64,0.037145,1047567
18322,2077,142,0.068368,933847
15332,7065,332,0.046992,1016450
16259,1483,36,0.024275,1070943
08527,46433,24,0.000517,1096451
18059,1013,67,0.066140,944199
08260,14248,36,0.002527,1083457
19029,3460,243,0.070231,926451
18923,921,71,0.077090,892212
17981,1888,83,0.043962,1023660
17760,484,23,0.047521,1014664
18211,1288,27,0.020963,1073945
18079,291,22,0.075601,900188
29486,45466,25,0.000550,1096169
37206,24057,23,0.000956,1092175
30350,29656,22,0.000742,1094250
02114,11633,41,0.003524,1080536
11211,48908,50,0.001022,1091725
19043,2359,227,0.096227,778590
44515,23087,30,0.001299,1089370
11222,32322,51,0.001578,1087195
32608,39899,22,0.000551,1096144
94115,26576,29,0.001091,1091074
18346,2051,192,0.093613,793296
20874,47662,27,0.000566,1096002
08075,24288,69,0.002841,1082380
29492,21085,22,0.001043,1091491
26062,18013,27,0.001499,1087824
15634,435,31,0.071264,921529
19131,34289,6894,0.201056,256873
18045,27468,2529,0.092071,807372
19454,24541,2962,0.120696,606806
15132,15235,1914,0.125632,565130
17554,6118,509,0.083197,859839
18360,23832,2453,0.102929,728524
16323,12051,509,0.042237,1029090
18966,33476,2676,0.079938,880603
19154,25651,3118,0.121555,592237
19428,16398,2964,0.180754,318871
17801,11725,609,0.051940,1000145
19350,9826,967,0.098412,759512
17003,9670,615,0.063599,959141
17931,4227,205,0.048498,1012879
17236,7260,187,0.025758,1068848
17033,13101,1662,0.126861,550832
17777,5249,157,0.029910,1062235
17028,2869,97,0.033810,1053746
17023,2525,97,0.038416,1042974
15015,1152,70,0.060764,968667
18210,7194,421,0.058521,977007
18250,2507,140,0.055844,985712
18644,6477,167,0.025784,1068661
17372,3258,158,0.048496,1013037
15845,2437,111,0.045548,1018903
18255,3478,109,0.031340,1058471
16428,9977,584,0.058535,976586
17560,3929,100,0.025452,1069734
15322,1482,34,0.022942,1072201
15921,469,31,0.066098,944877
16410,1403,53,0.037776,1046012
15679,2544,78,0.030660,1060776
15672,2606,137,0.052571,998606
15360,1596,79,0.049499,1007971
10065,24433,27,0.001105,1090919
19047,29853,2688,0.090041,823542
16415,8072,561,0.069500,932197
15728,2693,95,0.035277,1050972
16929,1935,40,0.020672,1074179
15757,1272,24,0.018868,1075666
16063,7645,406,0.053107,997742
16020,951,27,0.028391,1064969
15909,4155,188,0.045247,1019783
16872,725,24,0.033103,1055046
84106,19536,21,0.001075,1091280
22031,26602,28,0.001053,1091435
19503,1032,80,0.077519,891326
17535,1440,38,0.026389,1067758
15347,471,26,0.055202,987251
80202,18273,51,0.002791,1082530
18831,973,23,0.023638,1071539
16636,715,25,0.034965,1051455
11225,45239,60,0.001326,1088999
29414,40322,39,0.000967,1092064
14607,11224,23,0.002049,1084936
17214,946,27,0.028541,1064720
18466,12243,1292,0.105530,705832
19115,24117,2660,0.110296,685062
15027,1862,115,0.061762,968107
17545,17807,841,0.047229,1016068
16025,4236,116,0.027384,1066293
19444,9886,1228,0.124216,570581
16435,1424,39,0.027388,1066177
17111,27546,3261,0.118384,623573
19116,22007,2079,0.094470,782579
16125,13294,716,0.053859,991546
15101,21921,2015,0.091921,809409
18018,26208,4026,0.153617,423734
16055,7803,326,0.041779,1032274
60626,32950,26,0.000789,1093726
16502,10135,1581,0.155994,417791
16148,15238,1078,0.070744,923305
18964,11714,1056,0.090149,819547
16038,2535,66,0.026036,1068434
19522,11685,627,0.053659,992613
18041,4523,278,0.061464,968597
08406,9223,28,0.003036,1082019
19032,5053,700,0.138532,487347
15920,676,23,0.034024,1052903
18618,3000,38,0.012667,1077571
16858,2902,78,0.026878,1066804
15083,751,28,0.037284,1046744
18947,5393,520,0.096421,774038
17824,3451,128,0.037091,1047695
18623,1878,54,0.028754,1063852
23220,29526,35,0.001185,1090119
18020,18457,1864,0.100991,742473
16056,4041,104,0.025736,1069142
16657,1084,29,0.026753,1067532
15938,2136,95,0.044476,1022654
19373,2348,169,0.071976,914978
16646,1757,67,0.038133,1043547
19801,14629,108,0.007383,1078709
19904,32597,76,0.002332,1084173
19362,4319,169,0.039129,1041723
17820,4475,168,0.037542,1046716
15772,1112,27,0.024281,1070907
16124,1441,32,0.022207,1072660
78741,29383,31,0.001055,1091407
27705,37710,42,0.001114,1090823
11221,62331,69,0.001107,1090892
15542,902,22,0.024390,1070751
15321,1489,96,0.064473,955612
32771,50007,26,0.000520,1096404
44512,28970,36,0.001243,1089690
21030,20406,39,0.001911,1085596
16239,1207,28,0.023198,1071857
10002,57643,36,0.000625,1095394
08530,7190,25,0.003477,1080561
15937,482,21,0.043568,1026193
15241,19129,1882,0.098385,761394
19104,41417,20558,0.496366,41729
19111,41760,6653,0.159315,403675
17566,8364,212,0.025347,1070029
15102,26352,2155,0.081777,870639
15024,7584,608,0.080169,877927
19348,19470,2372,0.121828,589119
15136,19219,2541,0.132213,517037
19365,5655,490,0.086649,838994
19440,15415,1573,0.102043,736228
16843,388,21,0.054124,990615
19607,18024,1929,0.107024,701785
17055,35743,3070,0.085891,844257
15717,7910,339,0.042857,1027038
29576,39053,21,0.000538,1096283
18708,7652,114,0.014898,1076937
17007,5275,343,0.065024,954180
18336,3738,169,0.045211,1020203
18657,9057,471,0.052004,999536
15065,9171,686,0.074801,901712
17851,5633,302,0.053613,992915
17509,2614,67,0.025631,1069425
18101,3620,754,0.208287,221730
16327,1974,43,0.021783,1072982
11205,31813,22,0.000692,1094721
18426,3917,150,0.038295,1043396
16403,4271,188,0.044018,1023490
20002,60655,149,0.002457,1083901
15074,6931,446,0.064349,956229
02116,16804,34,0.002023,1085041
19713,26492,75,0.002831,1082455
17074,5841,186,0.031844,1057639
17331,46037,2323,0.050459,1006353
17527,4078,122,0.029917,1062078
19380,44028,5538,0.125784,563216
15135,4064,267,0.065699,949029
15445,2253,40,0.017754,1076149
15223,5792,611,0.105490,707302
15112,2632,376,0.142857,465824
17935,1197,68,0.056809,982661
15050,2050,68,0.033171,1055022
17856,2761,55,0.019920,1074604
16319,1163,24,0.020636,1074313
15853,5199,215,0.041354,1035115
60647,64971,58,0.000893,1092721
80027,29309,21,0.000717,1094470
80301,23541,32,0.001359,1088620
18631,711,39,0.054852,988360
16222,1751,32,0.018275,1075768
15424,1936,40,0.020661,1074257
19009,839,133,0.158522,407951
15661,378,25,0.066138,944224
75204,24980,22,0.000881,1092803
98105,28598,23,0.000804,1093578
30316,34181,22,0.000644,1095139
22901,30540,22,0.000720,1094449
27519,50610,22,0.000435,1096846
14450,37891,22,0.000581,1095840
21001,22728,29,0.001276,1089478
23223,43178,34,0.000787,1093760
16546,366,224,0.612022,19940
15018,656,43,0.065549,950658
21234,55120,47,0.000853,1093149
15275,209,69,0.330144,55797
16541,269,123,0.457249,41852
15611,351,23,0.065527,950681
16143,2282,103,0.045136,1020373
19003,12197,2132,0.174797,336676
17512,13799,1152,0.083484,854242
16803,17032,3999,0.234793,163270
19606,27251,2673,0.098088,764458
17315,21573,944,0.043758,1025512
18509,9496,1418,0.149326,440062
15358,575,42,0.073043,908981
18058,8407,472,0.056144,984433
17701,30785,2847,0.092480,803682
15665,1186,79,0.066610,943981
16407,7866,250,0.031782,1057956
17538,5903,422,0.071489,919720
17366,4300,198,0.046047,1017919
19456,224,24,0.107143,697895
18372,2138,125,0.058466,978321
16922,1563,34,0.021753,1073193
17065,3439,212,0.061646,968319
18641,5702,125,0.021922,1072916
16433,3960,145,0.036616,1047887
18371,708,48,0.067797,936463
15870,980,29,0.029592,1062374
44240,28466,28,0.000984,1091874
32256,47915,31,0.000647,1095117
16613,1289,46,0.035687,1050125
19335,43783,5189,0.118516,620312
19036,10459,1173,0.112152,672060
19342,17645,1475,0.083593,853090
18405,2078,62,0.029836,1062297
17324,3422,109,0.031853,1057367
19540,9795,616,0.062889,963300
16920,1428,39,0.027311,1066468
16401,3346,148,0.044232,1023302
